,ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
422,30/06/2022,Child,Mallow General Hospital,170,10,3,3,187
423,30/06/2022,Child,Mayo University Hospital,546,201,136,346,"1,230"
424,30/06/2022,Child,Mercy University Hospital,318,88,32,20,458
425,30/06/2022,Child,Midland Regional Hospital Mullingar,739,352,112,164,"1,368"
426,30/06/2022,Child,Midland Regional Hospital Portlaoise,598,204,70,66,938
427,30/06/2022,Child,Midland Regional Hospital Tullamore,720,399,192,395,"1,706"
428,30/06/2022,Child,National Maternity Hospital (Holles Street),48,5,0,0,53
429,30/06/2022,Child,National Orthopaedic Hospital Cappagh,176,51,26,5,258
430,30/06/2022,Child,Nenagh Hospital,20,5,0,2,27
431,30/06/2022,Child,Our Lady of Lourdes Hospital Drogheda,"1,858","1,219",460,175,"3,713"
432,30/06/2022,Child,Our Lady's Hospital Navan,3,0,13,16,32
433,30/06/2022,Child,Portiuncula University Hospital,537,31,17,51,636
434,30/06/2022,Child,Rotunda Hospital,21,15,0,0,36
435,30/06/2022,Child,Royal Victoria Eye and Ear Hospital,416,190,81,265,952
436,30/06/2022,Child,Sligo University Hospital,"1,161",466,207,264,"2,098"
437,30/06/2022,Child,Small Volume Hospitals,8,3,0,3,15
438,30/06/2022,Child,South Infirmary Victoria University Hospital,"1,326",395,124,254,"2,098"
439,30/06/2022,Child,St. Luke's General Hospital Kilkenny,451,19,2,0,472
440,30/06/2022,Child,Tallaght University Hospital,25,23,2,3,53
441,30/06/2022,Child,Tipperary University Hospital,321,159,20,0,500
442,30/06/2022,Child,University Hospital Kerry,523,256,115,342,"1,236"
443,30/06/2022,Child,University Hospital Limerick,"2,031",664,421,"1,738","4,853"
444,30/06/2022,Child,University Hospital Waterford,"1,503",656,268,845,"3,273"
445,30/06/2022,Child,Wexford General Hospital,577,61,3,0,642
446,28/07/2022,Adult,Bantry General Hospital,734,263,121,149,"1,267"
447,28/07/2022,Adult,Beaumont Hospital,"21,156","5,608",711,6,"27,480"
448,28/07/2022,Adult,Cavan General Hospital,"4,515","1,978",619,120,"7,232"
449,28/07/2022,Adult,Connolly Hospital Blanchardstown,"5,032",403,27,2,"5,463"
450,28/07/2022,Adult,Coombe Women and Infants University Hospital,"1,904",496,370,292,"3,062"
451,28/07/2022,Adult,Cork University Hospital,"12,985","6,882","4,136","9,364","33,367"
452,28/07/2022,Adult,Cork University Maternity Hospital,"1,872",589,222,51,"2,734"
453,28/07/2022,Adult,Croom Orthopaedic Hospital,"2,027","1,162",812,751,"4,752"
454,28/07/2022,Adult,Ennis Hospital,747,407,165,252,"1,571"
455,28/07/2022,Adult,Galway University Hospitals,"18,082","10,412","6,372","15,826","50,691"
456,28/07/2022,Adult,Letterkenny University Hospital,"7,580","3,453","1,669","4,250","16,952"
457,28/07/2022,Adult,Louth County Hospital,"1,832",600,397,253,"3,082"
458,28/07/2022,Adult,Mallow General Hospital,"2,046",688,408,342,"3,484"
459,28/07/2022,Adult,Mater Misericordiae University Hospital,"21,847","5,721","4,281","8,572","40,420"
460,28/07/2022,Adult,Mayo University Hospital,"4,591","2,438","1,631","2,673","11,333"
461,28/07/2022,Adult,Mercy University Hospital,"3,108","1,040",731,"2,161","7,039"
462,28/07/2022,Adult,Midland Regional Hospital Mullingar,"4,561","2,572","1,837","1,268","10,238"
463,28/07/2022,Adult,Midland Regional Hospital Portlaoise,"2,283","1,376",601,"1,104","5,364"
464,28/07/2022,Adult,Midland Regional Hospital Tullamore,"6,803","3,401","1,806","2,029","14,039"
465,28/07/2022,Adult,Naas General Hospital,"5,357","1,815",814,"1,121","9,107"
466,28/07/2022,Adult,National Maternity Hospital (Holles Street),"1,853",127,23,0,"2,003"
467,28/07/2022,Adult,National Orthopaedic Hospital Cappagh,"2,845",313,55,16,"3,229"
468,28/07/2022,Adult,Nenagh Hospital,436,250,57,86,829
469,28/07/2022,Adult,Our Lady of Lourdes Hospital Drogheda,"6,927","3,245","1,305",34,"11,510"
470,28/07/2022,Adult,Our Lady's Hospital Navan,"2,964","1,114",791,"2,171","7,040"
471,28/07/2022,Adult,Portiuncula University Hospital,"2,034",717,343,739,"3,832"
472,28/07/2022,Adult,Roscommon University Hospital,"3,314","1,092",765,"1,870","7,041"
473,28/07/2022,Adult,Rotunda Hospital,"2,286",218,2,0,"2,506"
474,28/07/2022,Adult,Royal Victoria Eye and Ear Hospital,"4,650","2,537","1,687","5,149","14,023"
475,28/07/2022,Adult,Sligo University Hospital,"6,981","3,393","2,021","3,315","15,709"
476,28/07/2022,Adult,South Infirmary Victoria University Hospital,"9,719","3,742","2,352","6,195","22,008"
477,28/07/2022,Adult,St. Columcille's Hospital,"2,643","1,528","1,109","2,358","7,637"
478,28/07/2022,Adult,St. James's Hospital,"14,507","3,874","2,546","3,506","24,432"
479,28/07/2022,Adult,St. John's Hospital Limerick,770,376,224,559,"1,929"
480,28/07/2022,Adult,St. Luke's General Hospital Kilkenny,"3,358",660,107,19,"4,143"
481,28/07/2022,Adult,St. Michael's Hospital,"2,730",545,163,202,"3,640"
482,28/07/2022,Adult,St. Vincent's University Hospital,"16,050","4,972","2,166","1,399","24,586"
483,28/07/2022,Adult,Tallaght University Hospital,"13,562","8,844","5,221","9,441","37,068"
484,28/07/2022,Adult,Tipperary University Hospital,"2,122",766,445,260,"3,593"
485,28/07/2022,Adult,University Hospital Kerry,"4,690","2,192","1,473","1,464","9,819"
486,28/07/2022,Adult,University Hospital Limerick,"13,605","6,780","4,725","13,062","38,171"
487,28/07/2022,Adult,University Hospital Waterford,"15,590","6,995","4,218","7,320","34,123"
488,28/07/2022,Adult,Wexford General Hospital,"2,448",620,226,64,"3,358"
489,28/07/2022,Child,Beaumont Hospital,140,27,3,0,170
490,28/07/2022,Child,Cavan General Hospital,812,111,24,0,947
491,28/07/2022,Child,Children's Health Ireland,"20,106","9,074","5,393","9,737","44,310"
492,28/07/2022,Child,Coombe Women and Infants University Hospital,28,0,0,0,28
493,28/07/2022,Child,Cork University Hospital,"2,919","1,516",587,"1,081","6,102"
494,28/07/2022,Child,Cork University Maternity Hospital,42,16,0,0,58
495,28/07/2022,Child,Croom Orthopaedic Hospital,164,27,30,34,255
496,28/07/2022,Child,Ennis Hospital,39,8,2,2,51
497,28/07/2022,Child,Galway University Hospitals,"2,601","1,397",637,"1,261","5,896"
498,28/07/2022,Child,Letterkenny University Hospital,943,277,171,899,"2,290"
499,28/07/2022,Child,Mallow General Hospital,164,7,2,3,176
500,28/07/2022,Child,Mayo University Hospital,524,204,144,311,"1,183"
501,28/07/2022,Child,Mercy University Hospital,329,70,45,14,458
502,28/07/2022,Child,Midland Regional Hospital Mullingar,799,333,135,165,"1,432"
503,28/07/2022,Child,Midland Regional Hospital Portlaoise,598,203,63,56,920
504,28/07/2022,Child,Midland Regional Hospital Tullamore,708,408,211,373,"1,701"
505,28/07/2022,Child,National Maternity Hospital (Holles Street),42,3,0,0,45
506,28/07/2022,Child,National Orthopaedic Hospital Cappagh,229,47,23,5,304
507,28/07/2022,Child,Nenagh Hospital,20,2,0,2,23
508,28/07/2022,Child,Our Lady of Lourdes Hospital Drogheda,"1,842","1,051",543,168,"3,603"
509,28/07/2022,Child,Our Lady's Hospital Navan,3,0,12,16,31
510,28/07/2022,Child,Portiuncula University Hospital,497,36,14,45,593
511,28/07/2022,Child,Rotunda Hospital,23,12,0,0,35
512,28/07/2022,Child,Royal Victoria Eye and Ear Hospital,414,191,77,263,945
513,28/07/2022,Child,Sligo University Hospital,"1,160",474,244,224,"2,103"
514,28/07/2022,Child,Small Volume Hospitals,13,2,0,2,16
515,28/07/2022,Child,South Infirmary Victoria University Hospital,"1,385",395,124,244,"2,148"
516,28/07/2022,Child,St. Luke's General Hospital Kilkenny,470,17,2,0,489
517,28/07/2022,Child,Tallaght University Hospital,26,13,2,2,42
518,28/07/2022,Child,Tipperary University Hospital,331,121,32,0,485
519,28/07/2022,Child,University Hospital Kerry,524,256,122,345,"1,248"
520,28/07/2022,Child,University Hospital Limerick,"2,103",679,454,"1,696","4,932"
521,28/07/2022,Child,University Hospital Waterford,"1,534",636,281,789,"3,241"
522,28/07/2022,Child,Wexford General Hospital,626,61,3,0,691
523,25/08/2022,Adult,Bantry General Hospital,645,253,126,133,"1,156"
524,25/08/2022,Adult,Beaumont Hospital,"21,079","6,288",769,12,"28,147"
525,25/08/2022,Adult,Cavan General Hospital,"4,853","2,034",649,121,"7,657"
526,25/08/2022,Adult,Connolly Hospital Blanchardstown,"5,128",469,25,2,"5,623"
527,25/08/2022,Adult,Coombe Women and Infants University Hospital,"1,999",448,408,287,"3,142"
528,25/08/2022,Adult,Cork University Hospital,"12,686","6,837","4,281","9,393","33,196"
529,25/08/2022,Adult,Cork University Maternity Hospital,"1,558",502,222,39,"2,321"
530,25/08/2022,Adult,Croom Orthopaedic Hospital,"2,068","1,013",858,745,"4,684"
531,25/08/2022,Adult,Ennis Hospital,727,429,199,181,"1,535"
532,25/08/2022,Adult,Galway University Hospitals,"17,623","10,950","6,551","15,964","51,087"
533,25/08/2022,Adult,Letterkenny University Hospital,"7,417","3,533","1,785","4,206","16,940"
534,25/08/2022,Adult,Louth County Hospital,"1,721",638,392,265,"3,016"
535,25/08/2022,Adult,Mallow General Hospital,"1,937",772,418,358,"3,485"
536,25/08/2022,Adult,Mater Misericordiae University Hospital,"22,095","6,071","4,119","8,482","40,768"
537,25/08/2022,Adult,Mayo University Hospital,"4,485","2,446","1,442","2,516","10,888"
538,25/08/2022,Adult,Mercy University Hospital,"2,990","1,151",707,"2,079","6,927"
539,25/08/2022,Adult,Midland Regional Hospital Mullingar,"4,417","2,647","1,903","1,361","10,327"
540,25/08/2022,Adult,Midland Regional Hospital Portlaoise,"2,160","1,453",624,"1,064","5,300"
541,25/08/2022,Adult,Midland Regional Hospital Tullamore,"6,527","3,740","1,923","1,937","14,126"
542,25/08/2022,Adult,Naas General Hospital,"5,462","1,897",824,"1,122","9,305"
543,25/08/2022,Adult,National Maternity Hospital (Holles Street),"1,837",151,20,0,"2,008"
544,25/08/2022,Adult,National Orthopaedic Hospital Cappagh,"3,081",367,76,13,"3,537"
545,25/08/2022,Adult,Nenagh Hospital,469,267,61,80,876
546,25/08/2022,Adult,Our Lady of Lourdes Hospital Drogheda,"7,028","2,935","1,305",69,"11,338"
547,25/08/2022,Adult,Our Lady's Hospital Navan,"3,029","1,125",798,"1,927","6,879"
548,25/08/2022,Adult,Portiuncula University Hospital,"2,013",820,437,760,"4,029"
549,25/08/2022,Adult,Roscommon University Hospital,"3,272","1,052",764,"1,753","6,841"
550,25/08/2022,Adult,Rotunda Hospital,"2,259",220,0,2,"2,481"
551,25/08/2022,Adult,Royal Victoria Eye and Ear Hospital,"4,709","2,516","1,614","5,084","13,923"
552,25/08/2022,Adult,Sligo University Hospital,"6,885","3,248","1,810","3,287","15,230"
553,25/08/2022,Adult,South Infirmary Victoria University Hospital,"9,860","4,088","2,363","5,972","22,282"
554,25/08/2022,Adult,St. Columcille's Hospital,"2,738","1,579","1,153","2,427","7,897"
555,25/08/2022,Adult,St. James's Hospital,"14,295","4,222","2,414","3,543","24,473"
556,25/08/2022,Adult,St. John's Hospital Limerick,715,396,233,546,"1,890"
557,25/08/2022,Adult,St. Luke's General Hospital Kilkenny,"3,345",784,143,17,"4,289"
558,25/08/2022,Adult,St. Michael's Hospital,"2,752",621,174,208,"3,754"
559,25/08/2022,Adult,St. Vincent's University Hospital,"16,244","4,922","2,257","1,370","24,794"
560,25/08/2022,Adult,Tallaght University Hospital,"13,761","9,087","5,538","9,479","37,864"
561,25/08/2022,Adult,Tipperary University Hospital,"2,148",811,448,267,"3,673"
562,25/08/2022,Adult,University Hospital Kerry,"4,846","2,161","1,298",975,"9,279"
563,25/08/2022,Adult,University Hospital Limerick,"13,688","6,794","4,872","12,364","37,717"
564,25/08/2022,Adult,University Hospital Waterford,"15,957","7,157","4,430","6,989","34,533"
565,25/08/2022,Adult,Wexford General Hospital,"2,543",677,235,67,"3,521"
566,25/08/2022,Child,Beaumont Hospital,120,31,2,0,152
567,25/08/2022,Child,Cavan General Hospital,857,157,19,0,"1,034"
568,25/08/2022,Child,Children's Health Ireland,"19,969","9,680","4,897","9,825","44,370"
569,25/08/2022,Child,Coombe Women and Infants University Hospital,30,0,0,0,30
570,25/08/2022,Child,Cork University Hospital,"2,784","1,487",610,990,"5,871"
571,25/08/2022,Child,Cork University Maternity Hospital,46,11,0,0,57
572,25/08/2022,Child,Croom Orthopaedic Hospital,167,27,22,35,251
573,25/08/2022,Child,Ennis Hospital,36,7,0,2,45
574,25/08/2022,Child,Galway University Hospitals,"2,582","1,444",714,"1,257","5,997"
575,25/08/2022,Child,Letterkenny University Hospital,873,305,171,861,"2,210"
576,25/08/2022,Child,Mallow General Hospital,134,14,2,4,153
577,25/08/2022,Child,Mayo University Hospital,519,201,149,297,"1,165"
578,25/08/2022,Child,Mercy University Hospital,302,73,52,5,431
579,25/08/2022,Child,Midland Regional Hospital Mullingar,736,367,147,163,"1,412"
580,25/08/2022,Child,Midland Regional Hospital Portlaoise,553,244,74,49,919
581,25/08/2022,Child,Midland Regional Hospital Tullamore,655,453,215,313,"1,635"
582,25/08/2022,Child,National Maternity Hospital (Holles Street),39,4,0,0,43
583,25/08/2022,Child,National Orthopaedic Hospital Cappagh,202,43,16,7,268
584,25/08/2022,Child,Our Lady of Lourdes Hospital Drogheda,"1,768",944,487,149,"3,348"
585,25/08/2022,Child,Our Lady's Hospital Navan,4,0,8,17,28
586,25/08/2022,Child,Portiuncula University Hospital,496,41,31,41,608
587,25/08/2022,Child,Rotunda Hospital,24,12,0,0,36
588,25/08/2022,Child,Royal Victoria Eye and Ear Hospital,402,270,118,470,"1,260"
589,25/08/2022,Child,Sligo University Hospital,"1,089",506,245,195,"2,035"
590,25/08/2022,Child,Small Volume Hospitals,28,5,0,2,35
591,25/08/2022,Child,South Infirmary Victoria University Hospital,"1,403",471,131,241,"2,246"
592,25/08/2022,Child,St. Luke's General Hospital Kilkenny,458,34,2,0,494
593,25/08/2022,Child,Tallaght University Hospital,34,11,2,2,48
594,25/08/2022,Child,Tipperary University Hospital,319,131,45,0,495
595,25/08/2022,Child,University Hospital Kerry,516,246,136,345,"1,243"
596,25/08/2022,Child,University Hospital Limerick,"2,127",721,468,"1,573","4,890"
597,25/08/2022,Child,University Hospital Waterford,"1,489",659,309,740,"3,196"
598,25/08/2022,Child,Wexford General Hospital,613,89,2,0,703
599,29/09/2022,Adult,Bantry General Hospital,658,236,93,38,"1,025"
600,29/09/2022,Adult,Beaumont Hospital,"21,387","6,065",767,13,"28,233"
601,29/09/2022,Adult,Cavan General Hospital,"4,574","2,004",554,91,"7,224"
602,29/09/2022,Adult,Connolly Hospital Blanchardstown,"4,928",588,98,0,"5,614"
603,29/09/2022,Adult,Coombe Women and Infants University Hospital,"1,903",606,401,267,"3,177"
604,29/09/2022,Adult,Cork University Hospital,"13,061","6,774","4,587","9,279","33,701"
605,29/09/2022,Adult,Cork University Maternity Hospital,"1,397",400,166,33,"1,996"
606,29/09/2022,Adult,Croom Orthopaedic Hospital,"2,072",994,804,783,"4,653"
607,29/09/2022,Adult,Ennis Hospital,692,377,196,131,"1,396"
608,29/09/2022,Adult,Galway University Hospitals,"18,261","10,188","7,164","15,586","51,200"
609,29/09/2022,Adult,Letterkenny University Hospital,"7,602","3,533","1,952","4,200","17,287"
610,29/09/2022,Adult,Louth County Hospital,"1,825",653,399,288,"3,165"
611,29/09/2022,Adult,Mallow General Hospital,"1,902",795,428,402,"3,527"
612,29/09/2022,Adult,Mater Misericordiae University Hospital,"22,054","5,527","3,792","8,412","39,786"
613,29/09/2022,Adult,Mayo University Hospital,"4,480","2,158","1,242","2,398","10,278"
614,29/09/2022,Adult,Mercy University Hospital,"3,098","1,146",733,"1,926","6,903"
615,29/09/2022,Adult,Midland Regional Hospital Mullingar,"4,480","2,602","1,682","1,319","10,083"
616,29/09/2022,Adult,Midland Regional Hospital Portlaoise,"2,347","1,398",677,945,"5,367"
617,29/09/2022,Adult,Midland Regional Hospital Tullamore,"7,070","4,022","1,511","1,729","14,332"
618,29/09/2022,Adult,Naas General Hospital,"5,688","1,902",822,"1,141","9,553"
619,29/09/2022,Adult,National Maternity Hospital (Holles Street),"1,904",137,13,0,"2,054"
620,29/09/2022,Adult,National Orthopaedic Hospital Cappagh,"3,019",514,92,14,"3,639"
621,29/09/2022,Adult,Nenagh Hospital,507,257,66,48,878
622,29/09/2022,Adult,Our Lady of Lourdes Hospital Drogheda,"7,140","2,925","1,261",98,"11,425"
623,29/09/2022,Adult,Our Lady's Hospital Navan,"3,036","1,109",773,"1,727","6,645"
624,29/09/2022,Adult,Portiuncula University Hospital,"1,980",729,418,682,"3,810"
625,29/09/2022,Adult,Roscommon University Hospital,"3,342","1,063",772,"1,718","6,895"
626,29/09/2022,Adult,Rotunda Hospital,"2,231",179,2,0,"2,412"
627,29/09/2022,Adult,Royal Victoria Eye and Ear Hospital,"4,725","2,343","1,728","5,018","13,814"
628,29/09/2022,Adult,Sligo University Hospital,"7,424","3,068","1,824","2,903","15,219"
629,29/09/2022,Adult,South Infirmary Victoria University Hospital,"10,104","4,239","2,421","5,982","22,746"
630,29/09/2022,Adult,St. Columcille's Hospital,"2,688","1,611","1,211","2,496","8,006"
631,29/09/2022,Adult,St. James's Hospital,"14,651","4,183","2,270","3,469","24,574"
632,29/09/2022,Adult,St. John's Hospital Limerick,732,370,241,543,"1,886"
633,29/09/2022,Adult,St. Luke's General Hospital Kilkenny,"3,545",809,178,11,"4,543"
634,29/09/2022,Adult,St. Michael's Hospital,"2,813",543,184,163,"3,703"
635,29/09/2022,Adult,St. Vincent's University Hospital,"16,499","4,655","2,085","1,318","24,558"
636,29/09/2022,Adult,Tallaght University Hospital,"13,436","9,069","5,726","9,385","37,616"
637,29/09/2022,Adult,Tipperary University Hospital,"2,138",860,449,276,"3,724"
638,29/09/2022,Adult,University Hospital Kerry,"4,917","1,705","1,251",662,"8,535"
639,29/09/2022,Adult,University Hospital Limerick,"14,177","6,631","4,884","11,348","37,041"
640,29/09/2022,Adult,University Hospital Waterford,"15,936","6,815","4,524","6,745","34,020"
641,29/09/2022,Adult,Wexford General Hospital,"2,563",667,203,22,"3,455"
642,29/09/2022,Child,Beaumont Hospital,141,29,4,0,174
643,29/09/2022,Child,Cavan General Hospital,804,205,15,0,"1,023"
644,29/09/2022,Child,Children's Health Ireland,"20,048","9,533","4,838","9,889","44,308"
645,29/09/2022,Child,Coombe Women and Infants University Hospital,32,0,0,0,32
646,29/09/2022,Child,Cork University Hospital,"2,735","1,379",672,914,"5,701"
647,29/09/2022,Child,Cork University Maternity Hospital,47,16,0,0,63
648,29/09/2022,Child,Croom Orthopaedic Hospital,146,24,23,31,224
649,29/09/2022,Child,Ennis Hospital,33,9,0,2,44
650,29/09/2022,Child,Galway University Hospitals,"2,766","1,436",798,"1,249","6,249"
651,29/09/2022,Child,Letterkenny University Hospital,848,303,176,786,"2,113"
652,29/09/2022,Child,Mallow General Hospital,138,9,2,4,152
653,29/09/2022,Child,Mayo University Hospital,519,208,144,271,"1,141"
654,29/09/2022,Child,Mercy University Hospital,311,80,54,8,453
655,29/09/2022,Child,Midland Regional Hospital Mullingar,635,367,125,135,"1,261"
